"","X.2","X","ans","p","tempr","pitch","roll","head","flownoise","speedSP","speedFN","Aw1","Aw2","Aw3","r","sec","MSA","jerk","dive","event","min.p","max.p","max.speed","min.speed","delta.speed","delta.p","tag","LAT","LON","LAT_prev","LON_prev","DateTime","pnorm","Am1","Am2","Am3","X.1","DN","JigRMS","Light","LightIR","Paddles","T","camon","tagon","Aw.1","Aw.2","Aw.3","At.1","At.2","At.3","DV.1","DV.2","DV.3","DV.4","DV.5","DV.6","Gt.1","Gt.2","Gt.3","Gw.1","Gw.2","Gw.3","Mt.1","Mt.2","Mt.3","Mw.1","Mw.2","Mw.3","A.1","A.2","A.3","Depth","I","MtO.1","MtO.2","MtO.3","Mtoff.1","Mtoff.2","Mtoff.3","camondec","camoffdec","Temp","At.mag","Mt.mag","Times","camonNTdec","camoffNTdec","Mt1.1","Mt1.2","Mt1.3","Mtoff1.1","Mtoff1.2","Mtoff1.3","Mt2.1","Mt2.2","Mt2.3","MtTemp.1","MtTemp.2","MtTemp.3","Mt.mag1","Mtbench.1","Mtbench.2","Mtbench.3","smoothp","njerk","roll2","n2","head2","Mh.1","Mh.2","Mh.3","DB","Tcamondec","speedJJ","speedFNexp","speedFNtot","dd","Mpitch","MDB","Istot","rollrate","TspeedFN","TspeedJJ","DR","goodJ","goodFN","lb","minSP","TEST2.1","TEST2.2","TEST2.3","TEST","Imax","I2big","I2small","M.1","M.2","M.3","G.1","G.2","G.3","speedSPT","ï..Date","Time","T1","Tsec","Tmin","Pressure","Depth..m.","Vv","Magneto1","Magneto2","Magneto3","Gyro1","Gyro2","Gyro3","Accel1","Pitch","Accel2","Accel3","Speed","Vk","Speed2_paddle.wheel.VVSP","Date","quality","Densitym3","prey.dist","prey.time","Sv_mean","sa_adj","mass_g","kJ_g","Length_cm","Beam_volume_sum","TS","Prey.Depth_mean","weight"
"632",632,183199,NA,38.33055616,NA,78.90322306,13.28950628,167.5815321,NA,NA,3.52478029,NA,NA,NA,166700,33340,1.080558812,8.630772111,128,"lunge",22.11480772,42.41221915,3.692012761,1,3.088751954,20.29741142,"mn14_113b",57.663625,-134.016803,57.691831,-133.972608,2014-04-23 21:50:00,NA,NA,NA,NA,NA,735712.8656,-20.48878834,0.034141087,NA,0,4.768804707,1,1,0.705441625,-0.197055764,-0.834287023,0.772379635,0.068305808,-0.794529868,2014,4,23,20,46,26.7,NA,NA,NA,NA,NA,NA,-38.04787154,-10.48096783,40.00396341,-38.74975426,3.785820491,40.52076519,0.772379635,0.068305808,-0.794529868,38.33055616,0,-375.6724019,-309.3271116,415.7549043,-48.1065767,-18.37748201,40.56370604,1,1,4.768804707,1.110186334,56.19437964,36639.6,0,1,-38.04787154,-10.48096783,40.00396341,-38.04787154,-10.48096783,40.00396341,-38.10158654,-10.5468175,39.97588547,-375.6724019,-309.3271116,415.7549043,56.19437964,-48.1065767,-18.37748201,40.56370604,38.41015073,11.61716488,-0.149509447449848+0i,1,-0.216743153,-4.309631125,-5.630128931,55.74528708,-37.0280271,0,4.383860808,3.9428716,NA,-2.935586408,0.647592598,-37.0280271,0,0.107296593,3.52478029,4.383860808,2.742886073,0,0,5.485772145,0.824407176,5.485772145,4.383860808,4.383860808,4.383860808,0,0,0,-38.04787154,-10.48096783,40.00396341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23042014",5.56061643501502,0.020055397,114.684930504505,2.58916666666667,-37.948441,NA,88.79,5.76,207,NA,-20.78829799,45.268845,0.179836176741671
"633",633,183860,NA,44.07534884,NA,-8.856347196,5.416442493,-132.441751,NA,NA,3.746844022,NA,NA,NA,167361,33472.2,-0.915407272,12.42327253,129,"lunge",25.19768658,44.45824108,3.746844022,1,3.026580755,19.2605545,"mn14_113b",57.662412,-134.019921,57.691209,-133.972471,2014-04-23 21:52:00,NA,NA,NA,NA,NA,735712.8671,-20.83406922,0.143993273,NA,0,5.010878777,1,1,-0.070002147,-0.085327277,-0.899911786,0.074017414,-0.287400955,-0.856705539,2014,4,23,20,48,38.9,NA,NA,NA,NA,NA,NA,-19.22943517,10.03422088,52.07869767,-12.10794986,7.310465173,54.61320505,0.074017414,-0.287400955,-0.856705539,44.07534884,0,-169.2339707,-100.6543397,538.4077059,-28.14477452,3.473376516,53.32877533,1,1,5.010878777,0.906654436,56.41495827,36771.79999,0,1,-19.22943517,10.03422088,52.07869767,-19.22943517,10.03422088,52.07869767,-19.25018533,9.981057727,52.0322295,-169.2339707,-100.6543397,538.4077059,56.41495827,-28.14477452,3.473376516,53.32877533,44.03406838,19.48818481,-0.0663005919240518+0i,1,0.830048032,-16.32290507,2.122663833,53.96021299,-33.72909647,0,4.321870627,4.396472226,NA,-0.501031827,-0.032889421,-33.72909647,0,-0.00194173,3.746844022,4.321870627,0.574294448,0,0,1.148588897,2.361382301,1.148588897,3.746844022,3.746844022,3.746844022,0,0,0,-19.22943517,10.03422088,52.07869767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23042014",5.62800663668321,0.020055397,114.901991004964,2.6225,-37.948441,NA,88.79,5.76,207,NA,-20.78829799,45.268845,0.177682803975749
"634",634,184499,NA,37.03454633,NA,112.0430286,9.918921091,-60.89430751,NA,4.150466416,3.697939656,NA,NA,NA,168000,33600,1.710724738,10.48211815,129,"lunge",23.5248199,42.24066802,4.130668888,1.169491224,2.961177663,18.71584812,"mn14_113b",57.66394,-134.02218,57.693518,-133.973136,2014-04-23 21:54:00,NA,NA,NA,NA,NA,735712.8686,-20.23704018,0.060285899,NA,0,4.771271264,1,1,0.973905878,-0.113063637,-0.646564687,0.930985155,0.323207006,-0.638847253,2014,4,23,20,50,46.7,NA,NA,NA,NA,NA,NA,-51.77117567,-4.963416868,21.23448417,-46.41682831,19.88636455,24.61308615,0.930985155,0.323207006,-0.638847253,37.03454633,0,-526.2171826,-253.2046616,225.0981856,-62.66367788,-12.50070324,20.72114075,1,1,4.771271264,1.174445375,56.17644929,36899.6,0,1,-51.77117567,-4.963416868,21.23448417,-51.77117567,-4.963416868,21.23448417,-51.84893021,-5.025854502,21.2349928,-526.2171826,-253.2046616,225.0981856,56.17644929,-62.66367788,-12.50070324,20.72114075,37.18213922,10.75809082,-0.0129172350283367+0i,1,2.078786492,-2.995654518,15.34940042,53.95568011,-34.45560911,0,4.429618301,4.292293775,NA,-3.057860511,0.82825273,-34.45560911,1,-0.068056357,3.697939656,4.429618301,2.828880966,0,0,5.657761933,0.504234115,5.657761933,4.150466416,4.150466416,4.150466416,0,0,0,-51.77117567,-4.963416868,21.23448417,NA,NA,NA,4.150466416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23042014",5.70060091974983,0.023275269,160.846942591616,2.58222222222222,-37.365398,NA,88.79,5.76,207,NA,-20.78141486,44.889304,0.175420102911516
"635",635,185628,NA,37.9272342,NA,141.9222006,83.1888652,50.86514474,NA,2.318189503,2.472799595,NA,NA,NA,169129,33825.8,0.552394385,6.796130414,130,"lunge",25.89114559,41.84457735,2.520148361,1,1.608707415,15.95343176,"mn14_113b",57.665416,-134.025895,57.69521,-133.977325,2014-04-23 21:58:00,NA,NA,NA,NA,NA,735712.8712,-37.17083719,0.220471461,NA,0,5.002152977,1,1,0.998544549,-0.342153041,-0.040866721,1.020361286,0.27329788,0.001059015,2014,4,23,20,54,32.5,NA,NA,NA,NA,NA,NA,-56.0702651,-3.433589546,0.845337709,-48.43906212,27.93658786,5.439033116,1.020361286,0.27329788,0.001059015,37.9272342,0,-573.3782358,-237.6438343,17.98920241,-67.2239703,-10.87127439,-0.833691159,1,1,5.002152977,1.056328551,56.18165859,37125.4,0,1,-56.0702651,-3.433589546,0.845337709,-56.0702651,-3.433589546,0.845337709,-56.15555049,-3.495081142,0.876899713,-573.3782358,-237.6438343,17.98920241,56.18165859,-67.2239703,-10.87127439,-0.833691159,37.94515543,10.0946201,-0.00233543618199674+0i,1,-2.253828403,11.03046315,-2.087453247,55.04861654,-52.65602412,0,2.203090304,2.353846049,NA,-2.223275693,1.283653308,-52.65602412,1,0.029931163,2.472799595,2.203090304,2.124051106,0,0,4.248102212,0.217550869,4.248102212,2.318189503,2.318189503,2.318189503,0,0,0,-56.0702651,-3.433589546,0.845337709,NA,NA,NA,2.318189503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23042014",6.55555911957637,0.023275269,377.334402539577,2.64888888888889,-37.365398,NA,88.79,5.76,207,NA,-20.78141486,44.889304,0.152542289949575
"636",636,192920,NA,5.812411668,NA,-24.19443443,28.99547799,99.9208374,NA,NA,2.302560713,NA,NA,NA,176421,35284.2,0.432328991,4.405717649,140,"lunge",4.623134356,6.209014836,2.455234651,1,1.983776357,1.58588048,"mn14_113b",57.652729,-134.020531,57.679962,-133.960817,2014-04-23 22:22:00,NA,NA,NA,NA,NA,735712.8881,-42.64811837,0.03501178,NA,0,5.179316905,1,1,-0.218810074,-0.494871533,-0.892938075,0.175565557,-0.69893909,-0.755496507,2014,4,23,21,18,50.9,NA,NA,NA,NA,NA,NA,3.689078822,31.42654621,46.63190873,19.01536525,13.10694487,51.40424011,0.175565557,-0.69893909,-0.755496507,5.812411668,0,82.18235214,116.9403353,483.0802835,-3.833783237,26.25847885,47.57058333,1,1,5.179316905,1.044085288,56.35398851,38583.79999,0,1,3.689078822,31.42654621,46.63190873,3.689078822,31.42654621,46.63190873,3.708475734,31.38661197,46.5937362,82.18235214,116.9403353,483.0802835,56.35398851,-3.833783237,26.25847885,47.57058333,5.825116745,5.975711681,-0.346424595390812+0i,1,-1.39764505,7.839043933,-13.45362794,54.160145,-55.18505603,0,1.757592203,2.165325599,NA,0.569984817,-0.187520623,-55.18505603,0,0.081765275,2.302560713,1.757592203,0.498032743,1,0,0.996065486,NA,0.996065486,1.757592203,1.757592203,1.757592203,0,0,0,3.689078822,31.42654621,46.63190873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23042014",9.82477505803287,0.011567474,993.432517409862,3.25666666666667,-40.310652,NA,88.79,5.76,207,NA,-20.86938415,49.942554,0.101783500802126
"637",637,193319,NA,4.499602425,NA,-21.94474801,20.43142792,70.35400229,NA,NA,2.000176961,NA,NA,NA,176820,35364,-0.061684304,4.210003105,140,"lunge",1.85869303,5.12114044,2.611321175,1,2.206465841,3.26244741,"mn14_113b",57.652789,-134.017973,57.68039,-133.957516,2014-04-23 22:23:00,NA,NA,NA,NA,NA,735712.889,-44.8535306,0.011782963,NA,0,5.102305689,1,1,-0.189138447,-0.340548867,-0.91417317,0.117166601,-0.562308042,-0.810889093,2014,4,23,21,20,10.7,NA,NA,NA,NA,NA,NA,9.722039637,31.41260867,45.8390118,24.03707953,9.945422303,50.05789072,0.117166601,-0.562308042,-0.810889093,4.499602425,0,148.3639913,116.7985679,475.0261907,2.565726689,26.24363388,46.73235501,1,1,5.102305689,0.993709952,56.41351824,38663.59999,0,1,9.722039637,31.41260867,45.8390118,9.722039637,31.41260867,45.8390118,9.752004675,31.37266581,45.80204688,148.3639913,116.7985679,475.0261907,56.41351824,2.565726689,26.24363388,46.73235501,4.580548632,5.22698541,-0.241738653606172+0i,1,-1.913683672,14.00843614,-8.154752274,54.03469971,-59.67720347,0,1.604769684,1.866922092,NA,0.686253796,-0.192645773,-59.67720347,0,0.077690573,2.000176961,1.604769684,0.562249002,1,0,1.124498004,NA,1.124498004,1.604769684,1.604769684,1.604769684,0,0,0,9.722039637,31.41260867,45.8390118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23042014",9.5817417849991,0.011567474,910.522535499731,3.27333333333333,-40.310652,NA,88.79,5.76,207,NA,-20.86938415,49.942554,0.104365158489824
"638",638,267414,NA,46.85187324,NA,78.45565981,-12.9325388,-111.7847776,NA,4.623358226,3.10264766,NA,NA,NA,250915,50183,-1.022637152,10.10588012,420,"lunge",31.69577579,51.21483672,3.290265407,1,2.347020334,19.51906094,"mn14_113b",57.651698,-134.068812,57.669019,-133.998613,2014-04-24 02:30:00,NA,NA,NA,NA,NA,735713.0605,-20.13912912,0.200929166,NA,0,4.995148917,1,1,0.566458397,0.155288011,-0.676258008,0.536847491,-0.173584487,-0.695684967,2014,4,24,1,27,9.7,NA,NA,NA,NA,NA,NA,-38.41615362,18.24955305,36.87094165,-42.44165221,-3.138675478,36.83976462,0.536847491,-0.173584487,-0.695684967,46.85187324,0,-379.71246,-17.09107559,383.9302788,-48.49723477,12.22357927,37.2515636,1,1,4.995148917,0.895720032,56.28777295,53482.59999,0,1,-38.41615362,18.24955305,36.87094165,-38.41615362,18.24955305,36.87094165,-38.49074431,18.34566354,36.82098055,-379.71246,-17.09107559,383.9302788,56.28777295,-48.49723477,12.22357927,37.2515636,47.0000901,18.26244057,0.136351284312697+0i,1,1.19058023,-9.725948058,5.18581338,55.19806752,-39.41912332,0,4.255950927,3.459139336,NA,-3.324207357,0.802366399,-39.41912332,1,-0.029396984,3.10264766,4.255950927,3.156928049,0,0,6.313856098,0.979136709,6.313856098,4.623358226,4.623358226,4.623358226,0,0,0,-38.41615362,18.24955305,36.87094165,NA,NA,NA,4.623358226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24042014",58.7525717480391,NA,9092.10485774506,14.2227777777778,-65.396843,NA,NA,2.94,1,NA,-85,46.147059,0.0170205315315985
"639",639,267953,NA,40.97965132,NA,82.93377763,-13.40330362,-164.383984,NA,NA,3.208151496,NA,NA,NA,251454,50290.8,1.18486979,9.294739512,420,"lunge",25.65475373,44.31186331,3.555411882,1,2.691665494,18.65710958,"mn14_113b",57.651042,-134.071402,57.668047,-134.000924,2014-04-24 02:32:00,NA,NA,NA,NA,NA,735713.0618,-17.53401379,0.068333646,NA,0,4.832272667,1,1,0.742194613,0.194686592,-0.816999813,0.705396422,-0.22255502,-0.842098307,2014,4,24,1,28,57.5,NA,NA,NA,NA,NA,NA,-52.48716165,5.560749535,19.10478488,-51.38442746,-15.89482118,16.05652991,0.705396422,-0.22255502,-0.842098307,40.97965132,0,-534.0715558,-146.1568052,203.4651146,-63.42316556,-1.29134639,18.46968259,1,1,4.832272667,1.120823094,56.13213767,53590.39999,0,1,-52.48716165,5.560749535,19.10478488,-52.48716165,5.560749535,19.10478488,-52.58074746,5.683390739,19.01594554,-534.0715558,-146.1568052,203.4651146,56.13213767,-63.42316556,-1.29134639,18.46968259,41.02088439,10.29503012,0.138124944757278+0i,1,0.272550895,-25.72168716,-11.73991848,48.49109199,-37.6889655,0,4.774378191,3.667599372,NA,-3.160857902,0.722593591,-37.6889655,0,-0.144797002,3.208151496,4.774378191,2.979764205,0,0,5.959528411,1.180594481,5.959528411,3.208151496,3.208151496,3.208151496,0,0,0,-52.48716165,5.560749535,19.10478488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24042014",59.0324275585273,NA,9196.06160089151,14.1894444444444,-65.396843,NA,NA,2.94,1,NA,-85,46.147059,0.0169398420725381
"640",640,269743,NA,32.06673507,NA,85.73160675,-13.80350727,-152.0445613,NA,NA,3.349580121,NA,NA,NA,253244,50648.8,-0.526543239,11.03362365,422,"lunge",16.1875926,36.3834186,3.390677627,1.23890546,2.151772167,20.195826,"mn14_113b",57.657073,-134.074921,57.674292,-134.00833,2014-04-24 02:38:00,NA,NA,NA,NA,NA,735713.0659,-20.52819224,0.151973234,NA,0,4.819877109,1,1,0.643757432,0.165486895,-0.673563955,0.613208945,-0.189560876,-0.69536998,2014,4,24,1,34,55.5,NA,NA,NA,NA,NA,NA,-42.13412956,11.7025655,35.4906935,-43.7462065,-10.1238086,33.99414882,0.613208945,-0.189560876,-0.69536998,32.06673507,0,-420.4986925,-83.68456675,369.9099866,-52.44110656,5.250341021,35.7924041,1,1,4.819877109,0.946307532,56.31895097,53948.4,0,1,-42.13412956,11.7025655,35.4906935,-42.13412956,11.7025655,35.4906935,-42.20224777,11.68199751,35.46426751,-420.4986925,-83.68456675,369.9099866,56.31895097,-52.44110656,5.250341021,35.7924041,32.2587464,20.00066656,0.13612761073988+0i,1,0.487914448,-7.962753714,-1.720667065,55.72663723,-35.36967695,0,4.183514099,3.966882256,NA,-3.607672232,0.871749986,-35.36967695,0,-0.112873702,3.349580121,4.183514099,3.453024402,0,0,6.906048805,1.136736913,6.906048805,3.349580121,3.349580121,3.349580121,0,0,0,-42.13412956,11.7025655,35.4906935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24042014",60.506640554224,NA,9698.32549960053,14.0894444444444,-65.396843,NA,NA,2.94,1,NA,-85,46.147059,0.0165271115837911
"641",641,270649,NA,38.86385776,NA,-8.663560432,-2.902710369,-142.9148131,NA,NA,3.525101557,NA,NA,NA,254150,50830,0.013711917,7.757615864,424,"lunge",27.06231318,39.68207761,3.976701332,1.096088586,2.880612746,12.61976443,"mn14_113b",57.657367,-134.076678,57.67435,-134.010936,2014-04-24 02:41:00,NA,NA,NA,NA,NA,735713.068,-17.2566213,-0.019769082,NA,0,4.942961487,1,1,-0.075637434,0.050566129,-0.997256463,-0.125089086,-0.115493888,-0.986819279,2014,4,24,1,37,56.7,NA,NA,NA,NA,NA,NA,-2.521312103,9.343609262,55.66270089,-5.704942295,-3.377333399,56.10742884,-0.125089086,-0.115493888,-0.986819279,38.86385776,0,14.05430288,-107.678981,574.8133134,-10.42150353,2.737801666,57.11768268,1,1,4.942961487,1.001398226,56.49775499,54129.59999,0,1,-2.521312103,9.343609262,55.66270089,-2.521312103,9.343609262,55.66270089,-2.485002248,9.316029842,55.65227758,14.05430288,-107.678981,574.8133134,56.49775499,-10.42150353,2.737801666,57.11768268,38.90628267,13.61613218,0.039100914986051+0i,1,0.647258615,-9.934022651,-0.531709617,55.61500515,-32.49130024,0,4.833172744,4.37249206,NA,0.825083707,-0.200915148,-32.49130024,0,-0.024783431,3.525101557,4.833172744,0.725053495,0,0,1.450106989,0.4733898,1.450106989,4.833172744,4.833172744,4.833172744,0,0,0,-2.521312103,9.343609262,55.66270089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24042014",60.7637451517047,NA,9805.45687884476,14.0394444444444,-65.396843,NA,NA,2.94,1,NA,-85,46.147059,0.0164571817866619
"642",642,271272,NA,25.71803909,NA,112.099471,-40.6813838,-150.1953316,NA,4.180966287,2.827377186,NA,NA,NA,254773,50954.6,-2.133920553,9.371490907,424,"lunge",6.541285229,31.50274296,3.007338337,1.688705607,1.318632731,24.96145773,"mn14_113b",57.658123,-134.078029,57.674827,-134.013092,2014-04-24 02:43:00,NA,NA,NA,NA,NA,735713.0695,-22.35792967,0.176575918,NA,0,4.779800493,1,1,0.649019083,0.284826542,-0.331359119,0.618482972,0.275482552,-0.392095615,2014,4,24,1,40,1.3,NA,NA,NA,NA,NA,NA,-54.92316998,-11.46487566,-2.611505256,-55.87147423,-4.124672588,-4.022856956,0.618482972,0.275482552,-0.392095615,25.71803909,0,-560.7945911,-319.3350514,-17.12473594,-66.00718027,-19.42544853,-4.48816827,1,1,4.779800493,0.782400661,56.16776598,54254.19999,0,1,-54.92316998,-11.46487566,-2.611505256,-54.92316998,-11.46487566,-2.611505256,-55.0250029,-11.55430327,-2.668158156,-560.7945911,-319.3350514,-17.12473594,56.16776598,-66.00718027,-19.42544853,-4.48816827,25.87485579,13.81189414,0.234368866026463+0i,1,0.520189596,-31.50303452,-5.750237185,46.14446363,-37.05679759,0,3.145960862,3.149442059,NA,-3.825512032,1.155465168,-37.05679759,1,-0.066726569,2.827377186,3.145960862,3.496618289,0,0,6.993236578,1.146883691,6.993236578,4.180966287,4.180966287,4.180966287,0,0,0,-54.92316998,-11.46487566,-2.611505256,NA,NA,NA,4.180966287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24042014",61.0689557702161,NA,9917.02006439816,14.0061111111111,-65.396843,NA,NA,2.94,1,NA,-85,46.147059,0.016374932031959
"643",643,272368,NA,21.14057699,NA,133.5234797,171.0840774,-105.7882134,NA,1.882973821,1.312463455,NA,NA,NA,255869,51173.8,-1.347545418,6.604795948,425,"lunge",8.288849968,25.28082175,2.397215115,1,1.448896686,16.99197178,"mn14_113b",57.656792,-134.074568,57.673621,-134.00732,2014-04-24 02:47:00,NA,NA,NA,NA,NA,735713.072,-43.84325038,0.20844685,NA,0,5.100746158,1,1,0.792608584,-0.052747443,0.336226782,0.78620433,0.119091194,0.334303975,2014,4,24,1,43,40.5,NA,NA,NA,NA,NA,NA,-53.14960905,-15.53674833,-8.770261857,-54.54899594,-6.848125014,-10.98631919,0.78620433,0.119091194,0.334303975,21.14057699,0,-541.3386103,-360.7526064,-79.68418735,-64.12586177,-23.76242611,-10.99903245,1,1,5.100746158,0.862588609,56.06415061,54473.4,0,1,-53.14960905,-15.53674833,-8.770261857,-53.14960905,-15.53674833,-8.770261857,-53.24676648,-15.63827859,-8.831800568,-541.3386103,-360.7526064,-79.68418735,56.06415061,-64.12586177,-23.76242611,-10.99903245,21.36039122,6.737051166,-0.0329311926156317+0i,1,1.29524002,-12.52481975,8.468091961,53.98712155,-69.45505615,0,1.5478232,1.305972794,NA,-1.748801522,1.191011616,-69.45505615,1,-0.041082764,1.312463455,1.5478232,1.58348179,0,0,3.16696358,0.966558763,3.16696358,1.882973821,1.882973821,1.882973821,0,0,0,-53.14960905,-15.53674833,-8.770261857,NA,NA,NA,1.882973821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24042014",60.0941509128256,NA,9664.578607181,13.9394444444444,-65.396843,NA,NA,2.94,1,NA,-85,46.147059,0.0166405546098926
"644",644,276545,NA,51.68414916,NA,90.06659171,-0.7658113,-19.79660273,NA,NA,2.882150555,NA,NA,NA,260046,52009.2,3.175560348,8.56659681,429,"lunge",41.89594895,52.37597821,2.883336232,1,2.290967199,10.48002926,"mn14_113b",57.649427,-134.074453,57.665147,-134.004851,2014-04-24 03:01:00,NA,NA,NA,NA,NA,735713.0817,-26.23259753,0.099528845,NA,0,5.160282977,1,1,0.936623823,0.012503933,-0.935452304,0.948192629,-0.092312506,-0.919184795,2014,4,24,1,57,35.9,NA,NA,NA,NA,NA,NA,-35.10582834,18.11119043,39.91407976,-32.99033119,12.38252059,43.72504313,0.948192629,-0.092312506,-0.919184795,51.68414916,0,-343.3981592,-18.49844798,414.8418837,-44.98578158,12.07620837,40.46868357,1,1,5.160282977,1.323817037,56.15663954,55308.79999,0,1,-35.10582834,18.11119043,39.91407976,-35.10582834,18.11119043,39.91407976,-35.1554184,18.10967052,39.89116289,-343.3981592,-18.49844798,414.8418837,56.15663954,-44.98578158,12.07620837,40.46868357,51.19374725,11.54818818,0.0031897829720381+0i,1,2.796076755,7.502253132,12.96582296,54.12182368,-35.88540297,0,2.76823374,3.25129279,NA,-1.799989198,0.643179119,-35.88540297,0,0.048526979,2.882150555,2.76823374,2.035092642,0,0,4.070185284,0.013576269,4.070185284,2.76823374,2.76823374,2.76823374,0,0,0,-35.10582834,18.11119043,39.91407976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24042014",58.3479310715766,NA,9280.71265480633,13.7061111111111,-65.396843,NA,NA,2.94,1,NA,-85,46.147059,0.0171385682685694
"645",645,278215,NA,29.02219294,NA,150.3077658,-8.796851239,149.2855819,NA,NA,2.740670833,NA,NA,NA,261716,52343.2,0.263933896,10.20892719,429,"lunge",11.92021569,33.70229877,2.829851704,1.043286385,1.786565319,21.78208308,"mn14_113b",57.64896,-134.074389,57.664931,-134.005009,2014-04-24 03:06:00,NA,NA,NA,NA,NA,735713.0855,-22.32987384,0.177350443,NA,0,4.658174624,1,1,0.992632786,0.040239315,-0.260024682,0.986519846,0.095811333,-0.268608763,2014,4,24,2,3,9.9,NA,NA,NA,NA,NA,NA,-50.56372358,-22.61452362,9.518227058,-52.92790339,-18.19234268,5.136066429,0.986519846,0.095811333,-0.268608763,29.02219294,0,-512.9714214,-432.7450706,106.0867252,-61.38286372,-31.30100978,8.335043414,1,1,4.658174624,1.026913767,56.20234397,55642.79999,0,1,-50.56372358,-22.61452362,9.518227058,-50.56372358,-22.61452362,9.518227058,-50.65406404,-22.73709086,9.471196813,-512.9714214,-432.7450706,106.0867252,56.20234397,-61.38286372,-31.30100978,8.335043414,29.27023187,12.15078451,0.00135327910533277+0i,1,-0.536067724,-5.965873889,-17.1928758,53.17440021,-38.9111176,0,3.14887592,2.994695323,NA,-3.559493929,1.29379548,-38.9111176,0,-0.365020388,2.740670833,3.14887592,3.149513273,0,0,6.299026546,1.498575793,6.299026546,2.740670833,2.740670833,2.740670833,0,0,0,-50.56372358,-22.61452362,9.518227058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24042014",58.0962920101004,NA,9255.22093636344,13.6227777777778,-65.396843,NA,NA,2.94,1,NA,-85,46.147059,0.0172128024939379
"646",646,279106,NA,22.73792979,NA,89.44611527,-33.97321168,88.93501001,NA,NA,2.564558695,NA,NA,NA,262607,52521.4,2.467474653,8.223528581,430,"lunge",7.06211569,23.51085659,3.206151339,1.424187299,1.78196404,16.4487409,"mn14_113b",57.647363,-134.073421,57.663035,-134.002707,2014-04-24 03:09:00,NA,NA,NA,NA,NA,735713.0876,-27.3525689,0.193009564,NA,0,5.120852943,1,1,0.880735476,0.496940499,-0.737488128,0.832526185,0.414594318,-0.837582999,2014,4,24,2,6,8.1,NA,NA,NA,NA,NA,NA,-24.75281838,-32.45664301,38.51272758,-28.63523008,-37.3563866,30.55961155,0.832526185,0.414594318,-0.837582999,22.73792979,0,-229.8255386,-532.8554017,400.6072209,-34.00374605,-41.78391401,38.98721349,1,1,5.120852943,1.251612391,56.11921132,55820.99999,0,1,-24.75281838,-32.45664301,38.51272758,-24.75281838,-32.45664301,38.51272758,-24.77511564,-32.60846357,38.488699,-229.8255386,-532.8554017,400.6072209,56.11921132,-34.00374605,-41.78391401,38.98721349,22.39871854,9.986940974,0.218365948711734+0i,1,-1.589383909,12.17691337,-13.90274063,52.98870128,-42.67748822,0,2.667754669,2.703394751,NA,-1.498890748,0.644757552,-42.67748822,0,-0.048155426,2.564558695,2.667754669,1.809529889,0,0,3.619059777,1.558696127,3.619059777,2.564558695,2.564558695,2.564558695,0,0,0,-24.75281838,-32.45664301,38.51272758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24042014",57.5755238448626,NA,9128.99048679212,13.5727777777778,-65.396843,NA,NA,2.94,1,NA,-85,46.147059,0.0173684915606587
