"","X","Aw2.1","Aw2.2","Aw2.3","JiggleRMS","ans","head2","p2","pitch2","roll2","speedJJ","r","sec","p","pitch","roll","head","MSA","jerk","dive","speedFN","event","min.p","max.p","max.speed","min.speed","delta.speed","delta.p","tag"
"21764",21764,-0.424820484007803,0.138703453050567,0.849123599703031,-37.7483537606893,2.62068574496807,3.47273230407266,154.449086858166,-0.458643592163415,0.161918907643404,2.62068574496807,21764,4352.8,154.449086858166,-52.5566842633661,9.27727003133561,198.972904402106,-0.39675167475154,10.8034787026084,"8",2.62068574496807,"lunge",153.281229365964,160.941777300263,3.07574392364738,1.05490818080285,2.02083574284453,7.66054793429899,"mn12_262a"
"21917",21917,0.0790296194976215,0.0153128937078946,0.915752201730359,-38.5997924300065,2.52981921010371,2.57124670556932,153.370334939643,0.0860749550772942,0.0167200981731252,2.52981921010371,21917,4383.4,153.370334939643,9.86346329541423,0.957991058364471,147.321584316039,-0.791557893611024,12.1368600022747,"8",2.52981921010371,"lunge",144.63190604687,155.031633471851,3.23807814819091,1.06324371301818,2.17483443517273,10.399727424981,"mn12_262a"
"22079",22079,-0.470813000823927,-0.183235345702062,0.745534769028617,-37.6578851880772,2.63053045615434,1.65990359931759,156.415208727357,-0.550112227255096,-0.241000201782719,2.63053045615434,22079,4415.8,156.415208727357,-63.0382177605172,-13.808294423951,95.1054706394723,-0.974880070733259,13.9515392651326,"8",2.63053045615434,"lunge",155.418729879352,158.166005730769,3.01114039640078,1,2.02529246548031,2.74727585141702,"mn12_262a"
"22246",22246,0.642307376820546,-0.388170592755528,0.744634000026889,-37.6227134620436,2.63436778870648,1.73085601084573,156.715129648084,0.652964201472315,-0.48053453759932,2.63436778870648,22246,4449.2,156.715129648084,74.8241858349872,-27.5326009147116,99.17074436631,0.561140413482084,10.7975254855122,"8",2.63436778870648,"lunge",149.222132591667,157.712493617772,2.86776780361458,1,1.92095781041279,8.49036102610501,"mn12_262a"
"22449",22449,1.05572862030555,-0.00357326901255917,0.544821906531446,-38.3392810879929,2.55728161803274,-0.77923474579622,157.051621730267,1.09437271422518,-0.00655850606600515,2.55728161803274,22449,4489.8,157.051621730267,125.405875478759,-0.375774717493044,-44.646862184073,1.84390856199799,13.4542105568702,"8",2.55728161803274,"lunge",144.238718884002,158.133825459383,3.31064380097663,1.01798877730962,2.29265502366701,13.895106575381,"mn12_262a"
"22606",22606,0.381213103404398,-0.11648229135109,1.14535542016908,-34.8706069897477,2.95265643046561,1.88927728763192,153.858449553425,0.319762558634211,-0.10135122929049,2.95265643046561,22606,4521.2,153.858449553425,36.6420901120897,-5.80699768680778,108.247614911232,2.08623552911135,15.9313770363085,"8",2.95265643046561,"lunge",149.573510810982,154.359569245812,3.21969440288589,1.16223192587364,2.05746247701225,4.78605843483001,"mn12_262a"
"22789",22789,0.386945312175315,-0.0420525066964282,0.580289447654021,-35.1332878389801,2.92068550128873,0.576688297153263,151.9948118161,0.586896578868173,-0.0723416963214523,2.92068550128873,22789,4557.8,151.9948118161,67.2533939596264,-4.14487388203629,33.0418055214683,-2.95439809111202,17.3709790655063,"8",2.92068550128873,"lunge",139.140373269398,155.07140320699,3.28698325103777,1.11087857782177,2.176104673216,15.931029937592,"mn12_262a"
"24353",24353,0.325439149092917,-0.0333453792318583,0.835827152723619,-40.4309207790542,2.34493124173652,2.57170161052646,154.819676774182,0.371033219546454,-0.0398739200831039,2.34493124173652,24353,4870.6,154.819676774182,42.5172750783253,-2.28460733340378,147.347648450163,-1.00450784210503,15.4846367988908,"9",2.34493124173652,"lunge",145.747175777179,157.151673939941,3.3270171520369,1.14579090018975,2.18122625184715,11.404498162762,"mn12_262a"
"24498",24498,0.00332943992904523,-0.0995460810413057,0.794559418085569,-34.1823824024184,3.03808979581013,2.63938734086572,150.36700604858,0.00415776921475041,-0.124635233734058,3.03808979581013,24498,4899.6,150.36700604858,0.476445256389242,-7.14107287158806,151.225755131863,-1.95370182848018,20.8916927628963,"9",3.03808979581013,"lunge",144.375356915731,151.368606171229,3.04892096827669,1.16722491326584,1.88169605501085,6.993249255498,"mn12_262a"
"24679",24679,0.211952504392554,0.0390913056217537,0.853900418035685,-38.2574725528375,2.56596701122493,2.55784448453585,151.660968359932,0.243055098063431,0.0457477595126001,2.56596701122493,24679,4935.8,151.660968359932,27.8520626163458,2.62115354225145,146.55369361472,-1.17012582664714,18.5434835551817,"9",2.56596701122493,"lunge",143.67601889411,154.032586066302,2.96058720824376,1.12668318784505,1.83390402039871,10.356567172192,"mn12_262a"
"24846",24846,0.318463487325947,0.0464951388469847,0.827125225361883,-38.1764668231196,2.57459623812943,1.33014616391445,149.794660103256,0.36700155404922,0.0561538408228141,2.57459623812943,24846,4969.2,149.794660103256,42.0552802435254,3.21737808259668,76.2117613278149,-1.1029128869761,14.8230674687715,"9",2.57459623812943,"lunge",141.681481199767,151.95957346633,3.01254297934313,1.06516737960361,1.94737559973952,10.278092266563,"mn12_262a"
"25044",25044,0.242899991537399,0.0370734836680955,0.9601552577953,-37.1024324313263,2.6917901511812,0.272537909960618,148.137894818145,0.24760426391275,0.0385927960527982,2.6917901511812,25044,5008.8,148.137894818145,28.3733586232879,2.21120433343448,15.6152719980599,-0.0873100656955844,8.07921041139635,"9",2.6917901511812,"lunge",140.312077641948,150.504303512065,2.91227414318359,1.02547630102958,1.88679784215401,10.192225870117,"mn12_262a"
"25178",25178,0.640733527241566,-0.353218220403336,0.677325386643103,-33.4219346757669,3.1353662268191,0.997143231549116,146.274903737451,0.697940419785977,-0.480691208626178,3.1353662268191,25178,5035.6,146.274903737451,79.9780808106509,-27.5415775033225,57.1320987378005,-0.0291089181691375,11.5349064493572,"9",3.1353662268191,"lunge",135.329768653346,147.931967478572,3.1353662268191,1.04281900164372,2.09254722517538,12.602198825226,"mn12_262a"
"26423",26423,-0.127613789948881,-0.00639100517029478,0.919131946234304,-37.5163930264184,2.64600171236698,-1.05482289382753,145.663491661509,-0.137956379234048,-0.00695319339193246,2.64600171236698,26423,5284.6,145.663491661509,-15.8086365740344,-0.398388635495983,-60.4368999500936,-0.706365929500297,12.5155585259658,"10",2.64600171236698,"lunge",138.091083750494,146.122164482812,3.01586544676207,1.20896639815463,1.80689904860744,8.031080732318,"mn12_262a"
"26597",26597,-0.335293510811803,0.0451756682659743,0.748613294320055,-38.5000796384597,2.54029565435703,3.21274503846861,152.363648512791,-0.420417029088687,0.0602727077424196,2.54029565435703,26597,5319.4,152.363648512791,-48.1762428044211,3.45337177346613,184.076731355847,-1.75035455675961,8.21799508845146,"10",2.54029565435703,"lunge",149.077895167742,153.698906718065,3.04780747920501,1.09129783489774,1.95650964430727,4.62101155032298,"mn12_262a"
"26768",26768,-0.536891593026284,0.136350834684369,0.825988366748396,-38.2569932551671,2.56601798379683,3.26891085561579,154.031150881645,-0.570248854029393,0.16360057897113,2.56601798379683,26768,5353.6,154.031150881645,-65.345705216112,9.37362270094245,187.294795631283,-0.0535881725680642,6.04035023245736,"10",2.56601798379683,"lunge",151.786995844149,154.865776075083,2.56601798379683,1,1.58059070147186,3.078780230934,"mn12_262a"
"26929",26929,-0.176100371390117,0.0462918475606491,0.960981491253401,-34.0379879560538,3.05632569168966,2.84845466930838,155.995436251897,-0.18103430856085,0.0481342161340204,3.05632569168966,26929,5385.8,155.995436251897,-20.7450036552115,2.75788743464988,163.204430685703,-0.214965697930332,10.1597063956138,"10",3.05632569168966,"lunge",153.122031171716,156.535597724941,3.05632569168966,1.08749045253811,1.96883523915155,3.413566553225,"mn12_262a"
"27115",27115,-0.401967936497796,-0.0145629122279446,0.846065683008736,-44.422861099687,1.98736313652417,-2.44036476552437,157.70566239345,-0.44347457115496,-0.0172108083204849,1.98736313652417,27115,5423,157.70566239345,-50.8184424971067,-0.986106678772428,-139.822601536979,-0.619658847352892,12.1099558171026,"10",1.98736313652417,"lunge",156.668726559395,158.456942466172,2.39165282735199,1.08183015919888,1.30982266815311,1.788215906777,"mn12_262a"
"27301",27301,-0.494359858155528,-0.0376759623256787,0.88086369969664,-44.6055759279022,1.97237030980641,-2.52312309371735,159.170899284463,-0.511027965804475,-0.0427455605042733,1.97237030980641,27301,5460.2,159.170899284463,-58.5594913075044,-2.44914020981596,-144.564304461996,0.105986354023973,10.2928026291186,"10",1.97237030980641,"lunge",157.964971055312,159.792109273768,2.54898923630542,1.03711400429828,1.51187523200714,1.82713821845601,"mn12_262a"
"27502",27502,-0.430993725131866,-0.0390135277739386,0.652409654446284,-41.575276481992,2.23631149307722,1.81720183335464,159.138541756036,-0.582982996979873,-0.0597280002563073,2.23631149307722,27502,5500.4,159.138541756036,-66.8049305096695,-3.42216233344271,104.117995574656,-2.12912646901769,6.78085178198896,"10",2.23631149307722,"lunge",157.891748626566,160.259967263932,2.74148680889535,1,1.80136504300253,2.368218637366,"mn12_262a"
"27702",27702,-0.286531235820608,-0.0113058251970498,0.873990985473478,-39.6071794191247,2.42637004530193,-2.45870083804513,158.896709375173,-0.31677576714963,-0.012935138717219,2.42637004530193,27702,5540.4,158.896709375173,-36.2998290193854,-0.741128855912916,-140.873181105264,-0.786193882051003,13.4356506393361,"10",2.42637004530193,"lunge",155.730688309234,159.432972478043,3.14532846483189,1,2.21618206654663,3.702284168809,"mn12_262a"
"27893",27893,-0.589904860853183,-0.195550685596083,0.814666120678555,-45.0990195793838,1.93244313595785,1.37839370933106,158.941285665788,-0.613476166420499,-0.235580747543692,1.93244313595785,27893,5578.6,158.941285665788,-70.2991903355198,-13.4977825687905,78.9761420520521,0.241739096324878,8.00844249301203,"10",1.93244313595785,"lunge",157.440940627766,159.315680281564,2.91257974179591,1,1.95730761357205,1.874739653798,"mn12_262a"
"28051",28051,0.937209506649953,-0.125965028549462,0.803405061285478,-31.3976483334512,3.40976457319127,-1.95518404479084,151.624794021812,0.85611377079449,-0.155522795224067,3.40976457319127,28051,5610.2,151.624794021812,98.1034116991091,-8.91079978441639,-112.023793937832,2.36185190043555,23.7083814564446,"10",3.40976457319127,"lunge",138.013226579086,154.376720512115,3.6183248588967,1,2.71928532834144,16.363493933029,"mn12_262a"
"28210",28210,1.14524080325581,-0.0347779033963495,-0.0142027703929856,-39.5095092385203,2.43621183717133,-0.481998654458578,102.721430259421,1.53800605243208,-1.95851009662088,2.43621183717133,28210,5642,102.721430259421,176.242511339869,-112.214362670135,-27.616488631461,1.43036621366536,8.23889109978039,"10",2.43621183717133,"lunge",74.9998103613464,106.011210057182,3.00862697243081,1.85529233897651,1.1533346334543,31.0113996958356,"mn12_262a"
"29452",29452,-0.504107558677188,-0.0310172404212719,0.740180631887803,-39.6364492235776,2.42342840674431,-0.0654563457421618,160.229030899155,-0.597493187713128,-0.0418804579585492,2.42342840674431,29452,5890.4,160.229030899155,-68.4676758875601,-2.39957348509995,-3.75037235337499,-1.01913715656352,12.8984148905541,"11",2.42342840674431,"lunge",158.0645748455,162.05942343785,3.0190070942497,1.06493146417975,1.95407563006995,3.99484859235,"mn12_262a"
"29651",29651,0.164413739316344,-0.524069677753751,1.07638778262927,-39.8227273759678,2.40479069521075,-1.15518455718157,161.354081309021,0.136479492468449,-0.453095120524654,2.40479069521075,29651,5930.2,161.354081309021,15.6393978170593,-25.960438124034,-66.1871996851929,2.04395339096959,10.8106383172647,"11",2.40479069521075,"lunge",159.896572815673,161.354081309021,2.48515880411168,1.05710974990708,1.4280490542046,1.457508493348,"mn12_262a"
"29975",29975,0.441447147164436,-0.0127857654620032,0.811329500472811,-40.8067043046949,2.30869308241198,-1.01947751860216,151.994718741723,0.498252686720913,-0.0157577250386035,2.30869308241198,29975,5995,151.994718741723,57.0955521603247,-0.902851139439603,-58.4117591243734,-0.747860276417656,13.3274215774179,"11",2.30869308241198,"lunge",142.340460613637,155.071030386819,3.26461702439952,1.11455759216045,2.15005943223907,12.730569773182,"mn12_262a"
"30440",30440,0.389186429231603,-0.0134707065075515,0.870852284001631,-30.4994734135668,3.53908573107145,-1.63322387363095,147.930860643571,0.420230851730226,-0.0154671837255181,3.53908573107145,30440,6088,147.930860643571,48.1549084506596,-0.886204348425621,-93.576834959061,-0.451541570145285,10.8015176214239,"11",3.53908573107145,"lunge",134.029715072839,150.686981957997,3.53908573107145,1.02350862217667,2.51557710889478,16.657266885158,"mn12_262a"
"30600",30600,0.625412181533947,0.0930815431615274,0.590209801566946,-42.5303558569777,2.1495193340289,-0.913182123104158,104.521334442074,0.808214685090905,0.156420893528835,2.1495193340289,30600,6120,104.521334442074,92.6145807924076,8.96225702686746,-52.3214815806642,-1.32431054431016,8.11753570162087,"11",2.1495193340289,"lunge",78.5143801674825,108.976999196091,3.07985806575869,1.85289578122457,1.22696228453412,30.4626190286085,"mn12_262a"
"31666",31666,0.0416351518353534,-0.00512674653655565,1.0394093447294,-30.3009381782462,3.56832675097566,-0.907851417714697,139.628376490966,0.0400346596667927,-0.00493232525594881,3.56832675097566,31666,6333.2,139.628376490966,4.58763406629969,-0.282601420351651,-52.0160546600205,0.394771834890306,12.1171776542108,"12",3.56832675097566,"lunge",130.759743275636,139.628376490966,3.57140685253949,1.14350584981359,2.4279010027259,8.86863321532999,"mn12_262a"
"31831",31831,0.997838086924666,-0.195102528058917,0.652554428604752,-34.4660616100623,3.00257957121668,1.63477138276499,144.247026712744,0.97186299043996,-0.29052329123268,3.00257957121668,31831,6366.2,144.247026712744,111.367295234346,-16.6457584378826,93.6655007011998,2.04103789143651,12.6404841517262,"12",3.00257957121668,"lunge",134.381767173776,146.411826528103,3.07884983804132,1.16097894916691,1.91787088887441,12.030059354327,"mn12_262a"
"32026",32026,0.672791723771762,-0.0835604157852933,0.624651840488776,-33.4050243351469,3.1375644342717,-0.619610728008948,147.620997314294,0.818061464606979,-0.132981709421351,3.1375644342717,32026,6405.2,147.620997314294,93.7429386085414,-7.61929070227852,-35.5010796559411,-0.766317646605657,13.1908097117514,"12",3.1375644342717,"lunge",137.09149962178,151.495238877111,3.17958628290729,1.08966008449917,2.08992619840812,14.403739255331,"mn12_262a"
"32166",32166,1.0291338307703,-0.340303344223477,0.653805461705076,-29.4127346441171,3.70213136370313,-1.19948967722982,142.8773441617,0.949279472491283,-0.479909901639316,3.70213136370313,32166,6433.2,142.8773441617,108.779414704311,-27.4968119104713,-68.7256960747778,2.60712953761567,14.5754035642792,"12",3.70213136370313,"lunge",131.848753990988,144.252193274496,3.70213136370313,1.09955089137797,2.60258047232516,12.403439283508,"mn12_262a"
"32346",32346,0.254144645244193,0.11338005377209,1.00765572918483,-36.7177354675726,2.73505175138063,2.55113771639483,143.09341456004,0.245573583989542,0.112047370929096,2.73505175138063,32346,6469.2,143.09341456004,28.1406598450044,6.41984145977406,146.169424106067,0.445003550983334,14.6782468171021,"12",2.73505175138063,"lunge",132.355036098957,146.382678109745,3.09241701691534,1.2065139758648,1.88590304105054,14.027642010788,"mn12_262a"
"32534",32534,0.462051575297904,0.0458372791584639,0.866540806051528,-35.9774804073414,2.82026397899098,-0.993567422852568,146.473112033152,0.489284506467675,0.0528475963215626,2.82026397899098,32534,6506.8,146.473112033152,56.0678744034785,3.02794422663663,-56.9272199911422,-0.165732021161632,12.0411495506083,"12",2.82026397899098,"lunge",136.483625375529,149.505874317662,2.98127698734148,1,2.06309701686645,13.022248942133,"mn12_262a"
"32691",32691,0.162671633704842,0.00286501550424728,0.752519448819235,-36.4981435704352,2.76005724750046,-0.458670603272972,142.232176694251,0.21289207118061,0.00380721277842638,2.76005724750046,32691,6538.2,142.232176694251,24.3956343408953,0.218137223912107,-26.2798897542607,-2.25644788126469,16.8194960943397,"12",2.76005724750046,"lunge",132.86704136109,144.813506308983,3.13501572014327,1,2.16773812930129,11.946464947893,"mn12_262a"
"33081",33081,-0.267234665839945,0.0571572641476866,0.659984803235835,-38.5696485992661,2.5329817432818,-1.45323938183199,140.663224466156,-0.383434279535499,0.0863883620116346,2.5329817432818,33081,6616.2,140.663224466156,-43.9383318760471,4.94968854231495,-83.2644832011737,-2.80150750141186,9.94493772442408,"12",2.5329817432818,"lunge",137.635853330893,141.583495746741,2.88445799801286,1,1.97110120838139,3.94764241584798,"mn12_262a"
"33225",33225,-0.31707149528652,0.0666630187503672,0.958716633205233,-40.0778110945919,2.37950108104796,-1.52276715760345,139.426578652378,-0.318682906736308,0.0694218606634736,2.37950108104796,33225,6645,139.426578652378,-36.5183711179034,3.97757962196231,-87.2481313118104,0.117543523338971,9.76604512911867,"12",2.37950108104796,"lunge",135.553319923625,139.714561965673,3.09587451890602,1,2.11790594035721,4.161242042048,"mn12_262a"
"33407",33407,-0.21485307746739,0.0674246531219158,0.929213269377843,-39.3053640116809,2.45691175760336,2.36309155506137,138.603914361109,-0.2266515640463,0.0724340635702893,2.45691175760336,33407,6681.4,138.603914361109,-25.9723560797842,4.15016613555989,135.395172708023,-0.430419527017641,11.0028895841892,"12",2.45691175760336,"lunge",133.43938945585,139.060780293327,3.09395661885059,1,2.1605229102373,5.62139083747701,"mn12_262a"
"33578",33578,0.0482017665899007,0.0402150589073579,0.872377389458805,-37.5481801753803,2.64251808655321,-0.511958362048867,138.856937525134,0.0551387805598701,0.0460656240715891,2.64251808655321,33578,6715.6,138.856937525134,6.3184388271571,2.63936583993831,-29.3330534318307,-1.22942980721416,13.8480158090989,"12",2.64251808655321,"lunge",129.82058308722,139.272154320889,3.07343139840629,1.09573555072296,1.97769584768333,9.451571233669,"mn12_262a"
"35174",35174,-0.0285703565146676,0.0535405584922611,0.952780088860701,-38.140599363064,2.57842632336017,1.92377333007235,139.66573707809,-0.0299301337177772,0.0561349984144503,2.57842632336017,35174,7034.8,139.66573707809,-3.42974068458167,3.21629849212157,110.224092552973,-0.444135113527681,7.86449930157355,"13",2.57842632336017,"lunge",133.088522029895,140.206300552431,3.21862682074104,1.1019712542746,2.11665556646644,7.11777852253601,"mn12_262a"
"35604",35604,0.246771789072045,-0.0390354791510141,0.934531946020136,-40.0561650862923,2.38163675227663,3.31945392559505,148.412326095324,0.257951416473295,-0.0417458181059912,2.38163675227663,35604,7120.8,148.412326095324,29.5590549666824,-2.39185918979411,190.19070022473,-0.320166745114449,8.67487217585582,"13",2.38163675227663,"lunge",141.086599935215,150.575866277118,3.20697112698471,1.39134795145371,1.815623175531,9.489266341903,"mn12_262a"
"35714",35714,0.0899032416178978,-0.0950894504763257,0.804520876235987,-38.6102411378537,2.52872390808845,-2.34598327397286,146.330358627289,0.110522861481625,-0.117648074391102,2.52872390808845,35714,7142.8,146.330358627289,12.6649870052123,-6.74073813045129,-134.414940406928,-1.81330717419221,10.402039509318,"13",2.52872390808845,"lunge",139.637205587154,147.875840285346,2.75104342511964,1.19391711435226,1.55712631076738,8.23863469819199,"mn12_262a"
"35969",35969,0.400777056971088,0.0583040162543464,1.1696606969654,-39.2457473847724,2.46298988012758,-1.02000051586627,151.58924515157,0.329726193347649,0.0498057245022187,2.46298988012758,35969,7193.8,151.58924515157,37.7838385474697,2.85365780956844,-58.4417246603042,2.33193784020214,10.4803418463544,"13",2.46298988012758,"lunge",147.967033545716,151.713412962732,2.68158112114244,1,1.74033153693816,3.74637941701602,"mn12_262a"
"36202",36202,0.279965873454312,0.0966359166697506,1.17693557127695,-40.5720613693701,2.33125432260211,-1.51669191861443,148.393460064851,0.232781388606212,0.0819243029366497,2.33125432260211,36202,7240.4,148.393460064851,26.6747822326614,4.69391679782124,-86.9000457582061,2.09499040829073,6.01111693398901,"13",2.33125432260211,"lunge",146.062549595855,148.63972506914,2.97697809890933,1,2.08539910258105,2.57717547328502,"mn12_262a"
"36354",36354,-0.333486293949454,-0.0327967571447405,0.78664468870796,-33.6703683736966,3.10324880280343,-1.93788723657545,146.112157105759,-0.400656370038767,-0.0416678263472652,3.10324880280343,36354,7270.8,146.112157105759,-45.9118380765062,-2.38739059118231,-111.032759828044,-1.42154216288761,8.50656745155522,"13",3.10324880280343,"lunge",142.784822079564,146.822495019314,3.10324880280343,1.14701871899373,1.9562300838097,4.03767293975,"mn12_262a"
"36538",36538,0.205013702476436,-0.108991043279303,1.02808546686061,-36.8334283599426,2.72196875312686,1.90465324440811,145.828033066172,0.195762201384427,-0.105619100452482,2.72196875312686,36538,7307.6,145.828033066172,22.4326958550355,-6.0515286918955,109.128592340484,0.529342276268137,15.9739435750158,"13",2.72196875312686,"lunge",141.664229209842,145.947413703303,2.88568993942968,1.15496290287856,1.73072703655112,4.28318449346099,"mn12_262a"
"36713",36713,-0.156194758749042,0.0453201074598307,1.02745510419234,-35.9387659787169,2.82479281847148,0.119822102686988,144.336333867585,-0.150721554394539,0.0440805148199036,2.82479281847148,36713,7342.6,144.336333867585,-17.2714178969171,2.52562745794435,6.86530077634759,0.394692413735235,14.7651814182938,"13",2.82479281847148,"lunge",138.299805904203,145.623338056896,2.90200106839991,1.06013789583113,1.84186317256878,7.32353215269299,"mn12_262a"
"36867",36867,1.08575515086438,0.00703271932108435,0.838485998940621,-33.7451422428522,3.09364662982948,-1.96776040511765,144.47233048617,0.913182927999042,0.00838720553848393,3.09364662982948,36867,7373.4,144.47233048617,104.643055395488,0.480551479263878,-112.744366306194,3.64660299797189,17.2915608599274,"13",3.09364662982948,"lunge",131.277908888253,144.921338523555,3.43452315619233,1.022481060268,2.41204209592433,13.643429635302,"mn12_262a"
"38344",38344,-0.0022548929090937,0.0054295832312698,0.932465420994189,-37.0952778164354,2.69258845406839,2.36493967650581,139.123586280111,-0.00241815968486132,0.00582275947869113,2.69258845406839,38344,7668.8,139.123586280111,-0.277100688262477,0.333619543248797,135.501062266817,-0.662106223048802,14.9900948824427,"14",2.69258845406839,"lunge",129.217203693587,139.373258742387,3.55513183669113,1.17277000620342,2.38236183048771,10.1560550488,"mn12_262a"
"38534",38534,-0.480479995388895,0.0470943648229765,0.842174914416924,-40.4689024226533,2.34124284241351,-1.39470666662806,147.365187322469,-0.517791383917299,0.0558617542229637,2.34124284241351,38534,7706.8,147.365187322469,-59.3345219333986,3.20064275317292,-79.9108056565476,-0.286935790093292,6.62753114546837,"14",2.34124284241351,"lunge",144.285036253027,148.364081203664,2.75625117230164,1.16726125320365,1.58898991909799,4.07904495063701,"mn12_262a"
"38698",38698,-0.286120880463637,0.0152243922545675,0.939705257303456,-40.2812634115312,2.35952111890199,2.21330509519384,148.199077933009,-0.295524677486424,0.0161998246917762,2.35952111890199,38698,7739.6,148.199077933009,-33.8646335238739,0.928181583690596,126.813040729408,-0.172431579354793,13.6166254063147,"14",2.35952111890199,"lunge",145.035382925129,148.697892286304,2.82309422525457,1.05162065970109,1.77147356555348,3.66250936117501,"mn12_262a"
"38873",38873,-0.22877847414734,0.0982715404874619,0.941432074216143,-39.0700260450524,2.48099290107538,-0.293198791260027,147.452810615589,-0.237149786405214,0.104008486497767,2.48099290107538,38873,7774.6,147.452810615589,-27.1753637468955,5.95924730986547,-16.7990532975367,-0.256910079639942,9.49058494954457,"14",2.48099290107538,"lunge",143.872796859487,148.075134698742,3.01775991366604,1.02936073361659,1.98839918004945,4.20233783925499,"mn12_262a"
"39043",39043,0.588854991001422,-0.11443649695965,0.840981015034037,-39.8824338778612,2.39884726011367,-1.48476882325836,146.291741590042,0.606556920145964,-0.13524434213612,2.39884726011367,39043,7808.6,146.291741590042,69.5063031176349,-7.748930007423,-85.07098712531,0.323647834712284,9.14719051058858,"14",2.39884726011367,"lunge",140.672955555106,147.206626040509,3.04368558724516,1.1232195333274,1.92046605391776,6.53367048540301,"mn12_262a"
"39226",39226,0.242786879072088,-0.039982766884257,0.847555260115364,-38.4643443470108,2.544060776666,1.76381043724129,144.30137826436,0.278690709937541,-0.0471392828067624,2.544060776666,39226,7845.2,144.30137826436,31.9356029378515,-2.70088195410109,101.05889391505,-1.1517937829482,13.4960249087627,"14",2.544060776666,"lunge",137.05595841517,146.506042988553,3.0394535008614,1.08428274326856,1.95517075759284,9.45008457338298,"mn12_262a"
"39411",39411,0.86372125561057,0.0756944605999407,1.02194604035888,-33.1723458036816,3.16796772163863,-0.466223693536352,143.310660002407,0.700336721407913,0.0739339322345528,3.16796772163863,39411,7882.2,143.310660002407,80.2526767494054,4.23610227984611,-26.7126499486337,3.33615547954699,13.4167272126543,"14",3.16796772163863,"lunge",133.692007067358,146.220688993667,3.66691904258693,1.22860486299474,2.43831417959219,12.528681926309,"mn12_262a"
"39590",39590,0.371307101190719,0.00544909380211944,0.743804202419202,-39.4654296345472,2.44066660777735,-2.72067321051057,140.693981548752,0.462996727567442,0.00732584772082646,2.44066660777735,39590,7918,140.693981548752,53.0555168359656,0.41974015575889,-155.883092396563,-1.6538884257155,17.2222616620052,"14",2.44066660777735,"lunge",130.454574809055,144.104071075072,3.33335576273193,1.09006582149663,2.2432899412353,13.649496266017,"mn12_262a"
"39774",39774,0.387997599979766,0.0138588158249859,0.611022028366363,-35.2584500722207,2.90557398637889,1.44750199715775,138.827282203144,0.565640046807016,0.0226774803273234,2.90557398637889,39774,7954.8,138.827282203144,64.8175748112488,1.29932391274658,82.9357552738965,-2.70727121150108,14.7201862027219,"14",2.90557398637889,"lunge",128.132325360813,142.195805291007,3.47702226621207,1.09438950458077,2.3826327616313,14.063479930194,"mn12_262a"
"39958",39958,0.558321921267875,-0.0930109849259281,0.503141953377344,-32.597735993972,3.24431810725007,0.0180254068276642,137.210717463058,0.828973981296647,-0.182796709858461,3.24431810725007,39958,7991.6,137.210717463058,94.9934209089095,-10.4734799837673,1.03277973523146,-2.37992538480938,12.4902232478799,"14",3.24431810725007,"lunge",126.148175887744,141.290239444432,3.35230633299462,1,2.46208154184389,15.142063556688,"mn12_262a"
"40146",40146,0.576081202462795,-0.20035604734582,0.426282599836698,-31.5897056183642,3.38273098423263,2.35664656670459,132.854492455061,0.885399260496496,-0.439367084657886,3.38273098423263,40146,8029.2,132.854492455061,101.459281620907,-25.173879607864,135.025902076169,-2.5092308594102,12.1131181609215,"14",3.38273098423263,"lunge",119.195861731855,137.637917565399,3.4452951821144,1.0657090170686,2.3795861650458,18.442055833544,"mn12_262a"
"41543",41543,-0.0265000478577863,0.125453487585791,1.05832726576821,-39.3315915171756,2.45424252529643,1.1092712862906,141.372199856125,-0.0248603457787471,0.117988820173016,2.45424252529643,41543,8308.6,141.372199856125,-2.84878578071616,6.76026142564184,63.5565630394992,0.647889428414422,9.36181476016554,"15",2.45424252529643,"lunge",132.29715619909,141.455112698023,2.7892217919014,1,1.82162738677788,9.15795649893298,"mn12_262a"
"41725",41725,0.596117828930696,-0.137767467108985,0.831537350287703,-42.4029952876605,2.160895578362,-2.17126308453426,142.537793906446,0.615572155797703,-0.164186603253642,2.160895578362,41725,8345,142.537793906446,70.5393730259559,-9.40719941902262,-124.40421095637,0.317454981964683,20.5502658824661,"15",2.160895578362,"lunge",134.336993345102,143.661242495669,2.42069572663041,1.06308719920471,1.3576085274257,9.324249150567,"mn12_262a"
"41920",41920,0.122967959811841,0.179396463471898,0.997154448640717,-31.0484530747517,3.4594712853193,2.67100869500414,137.710131812456,0.120779567062928,0.178004213519201,3.4594712853193,41920,8384,137.710131812456,13.8403188882461,10.1988901701958,153.037525266483,0.202001830760577,15.8356300501286,"15",3.4594712853193,"lunge",129.468828858068,139.540376491619,3.4594712853193,1.08944139506728,2.37002989025202,10.071547633551,"mn12_262a"
"42074",42074,0.631710284077231,-0.107073442751323,0.811211917688509,-35.9188513558493,2.82712527615036,-1.44518402156179,142.167192785955,0.657450662042635,-0.131233348208032,2.82712527615036,42074,8414.8,142.167192785955,75.3382963462496,-7.51911698369099,-82.8029450552337,0.330729294617786,10.4539980767068,"15",2.82712527615036,"lunge",133.759824036492,143.165263207121,3.01953611583752,1,2.13982715786677,9.40543917062899,"mn12_262a"
