"","X","Aw2.1","Aw2.2","Aw2.3","JiggleRMS","ans","head2","p2","pitch2","roll2","speedJJ","r","sec","p","pitch","roll","head","MSA","jerk","dive","speedFN","event","min.p","max.p","max.speed","min.speed","delta.speed","delta.p","tag"
"91212",91212,0.589096002172603,-0.0711393112792637,0.984393217632569,-39.9717389684747,2.38998486346528,-2.11657129421917,114.949581095508,0.538121541314626,-0.072141755863363,2.38998486346528,91212,18242.4,114.949581095508,61.6641863648057,-4.13341813763386,-121.270602197301,1.4651329129959,8.67359293827305,"31",2.38998486346528,"lunge",110.076400441555,115.366113765429,2.52372677209614,1.02839149854903,1.49533527354711,5.28971332387401,"mn12_262a"
"91332",91332,0.126544503024302,-0.0112120167899244,0.968975258414472,-45.8867411091198,1.87037263071065,-2.57865197505767,111.33011817094,0.129852672411384,-0.0115704878400215,1.87037263071065,91332,18266.4,111.33011817094,14.8800201753343,-0.662940120140673,-147.745875003879,-0.222927135193096,13.1551228005271,"31",1.87037263071065,"lunge",106.749939112881,112.702080853417,3.02604478549806,1.09428024776301,1.93176453773505,5.95214174053601,"mn12_262a"
"91504",91504,0.113398045745194,-0.0903260730553083,0.934092859309164,-46.8165129249623,1.79966935672246,2.11365343841032,108.08831853467,0.120252462332922,-0.0963995202271344,1.79966935672246,91504,18300.8,108.08831853467,13.7799171354646,-5.52328565610081,121.103421374226,-0.536655639761073,11.2511566753635,"31",1.79966935672246,"lunge",104.9633890761,109.920031372973,2.70466647215093,1,1.75659254460508,4.956642296873,"mn12_262a"
"91660",91660,0.795060496449472,0.00370885262603771,1.01331314219287,-37.2789036540294,2.67217445557867,-2.09465120715877,109.214388839717,0.665285817958559,0.00366010851911578,2.67217445557867,91660,18332,109.214388839717,76.2361390778685,0.209708770705212,-120.014673722181,2.82429415810585,13.2976192823295,"31",2.67217445557867,"lunge",102.103069193129,109.799487959652,2.94228130661503,1,2.04992154455857,7.696418766523,"mn12_262a"
"91863",91863,0.949468949862179,-0.116314352360442,0.882395369057246,-34.4513655582585,3.00440894863486,-1.88790022574604,109.807426758912,0.817700377789713,-0.131060991439112,3.00440894863486,91863,18372.6,109.807426758912,93.701561107207,-7.50924166826135,-108.168715077043,2.95572409392474,16.9716337526618,"31",3.00440894863486,"lunge",101.864716503451,110.267171139305,3.34467359896225,1,2.46944768163039,8.402454635854,"mn12_262a"
"92004",92004,-0.423628995979448,0.14359113638049,0.967721194758791,-40.8302547893049,2.30644076307404,3.3552012771266,107.231818136494,-0.408642696368779,0.147305893128224,2.30644076307404,92004,18400.8,107.231818136494,-46.827003661554,8.44000597365242,192.238872596258,0.648196759141775,10.8834208292527,"31",2.30644076307404,"lunge",103.738946255815,107.604991209556,2.92222666191282,1,1.98085605911973,3.86604495374101,"mn12_262a"
"94045",94045,-0.0377413758514166,-0.0800730789793688,0.849083972259903,-38.2269388286561,2.56921624918487,1.2322737040925,119.1035218258,-0.044224320461256,-0.0940271682506648,2.56921624918487,94045,18809,119.1035218258,-5.06773382852804,-5.38735990032958,70.6040824494532,-1.43485067757297,16.6036433195932,"32",2.56921624918487,"lunge",113.027834632688,120.019383517591,2.95514219865292,1.0834324605662,1.87170973808672,6.991548884903,"mn12_262a"
"94189",94189,0.32814108615848,-0.0606368410461892,1.01337920734673,-40.039042345053,2.38332749985216,1.26401965182835,122.644869134596,0.312630754764386,-0.0597650198688145,2.38332749985216,94189,18837.8,122.644869134596,35.8248455879776,-3.42428340099858,72.4229912713603,0.656134773118518,10.6031356117149,"32",2.38332749985216,"lunge",116.48466734391,123.229643231856,2.78364173415188,1.04081597474278,1.7428257594091,6.744975887946,"mn12_262a"
"94347",94347,-0.187158490741908,0.023694893702402,0.989633500000656,-39.9925928871368,2.38792009667635,1.27289074293459,124.067789149922,-0.186859183852858,0.023938526116888,2.38792009667635,94347,18869.4,124.067789149922,-21.4124851960558,1.37157651426138,72.9312673514238,0.073101936825678,11.3445142722548,"32",2.38792009667635,"lunge",117.445889602614,124.437304019759,3.11328735297586,1,2.2152770931276,6.99141441714499,"mn12_262a"
"94498",94498,-0.321014024998217,-0.0416546966431551,0.679744020019901,-41.9064045016138,2.20583061912625,1.83206841701669,121.444629836522,-0.440484870213768,-0.0612034405919035,2.20583061912625,94498,18899.6,121.444629836522,-50.4758480052335,-3.50669883759574,104.96978807427,-2.42336232022931,13.8121628919671,"32",2.20583061912625,"lunge",116.495991619455,122.320478286469,3.30202096503887,1,2.30597945419454,5.824486667014,"mn12_262a"
"94675",94675,0.220385856390317,-0.103628255445752,1.13936490450305,-47.83955273739,1.72495801453523,0.586021443299216,117.9569386858,0.19030251281162,-0.0907030873951499,1.72495801453523,94675,18935,117.9569386858,21.8070616296802,-5.19690409654835,33.5765554052101,1.61909103136313,24.972660903907,"32",1.72495801453523,"lunge",114.666732916238,119.118801983829,2.59993438347432,1.02897005477921,1.57096432869511,4.452069067591,"mn12_262a"
"94827",94827,-0.190978706817237,0.118258194281825,1.0386652198314,-43.6739994253611,2.0500117805889,0.835114887720384,123.54199531441,-0.180696376211475,0.113367743181257,2.0500117805889,94827,18965.4,123.54199531441,-20.7062794604513,6.49549321720906,47.8485584749196,0.614655552597123,8.47375668559414,"32",2.0500117805889,"lunge",117.839855404867,124.250427501917,3.47487669828443,1,2.52266359369425,6.41057209705001,"mn12_262a"
"94997",94997,0.177641808581129,0.00762928471705504,0.977688147738129,-42.2944865083635,2.17063540939185,0.466736620753774,122.838650413282,0.179729655318964,0.00780323448109343,2.17063540939185,94997,18999.4,122.838650413282,20.5955014062353,0.447092402317611,26.7420385133893,-0.0615389159034423,15.258928978677,"32",2.17063540939185,"lunge",121.423263580296,124.380521512176,2.70309033194372,1,1.73854625753304,2.95725793188001,"mn12_262a"
"95155",95155,0.346330118047421,-0.171655419347547,1.03688363896395,-33.1693267279674,3.16836414365898,-1.75095610675366,122.390028721211,0.318319624535018,-0.164061368386248,3.16836414365898,95155,19031,122.390028721211,36.4767420440911,-9.40002398967303,-100.322395029643,1.04527481114379,13.5094100934707,"32",3.16836414365898,"lunge",118.2328105749,123.182502116907,3.24336410425056,1.07203861134157,2.17132549290899,4.949691542007,"mn12_262a"
"95323",95323,-0.0524169394973747,-0.0960181205614911,0.742874071723574,-33.8192783676414,3.08415568611919,1.8376157167344,122.356164042981,-0.0698636616922208,-0.128539578171992,3.08415568611919,95323,19064.6,122.356164042981,-8.00578591258812,-7.36477532964708,105.287624935789,-2.44297957762832,21.8319500238157,"32",3.08415568611919,"lunge",115.907798008327,123.851183803814,3.22554671331986,1,2.22688063768189,7.94338579548699,"mn12_262a"
"95493",95493,0.376796552925027,-0.174956606984748,0.89803441797702,-30.451965845841,3.54606094211406,-0.143010492759425,119.364869433873,0.390668215353534,-0.192411519314837,3.54606094211406,95493,19098.6,119.364869433873,44.7672798593309,-11.0243679864401,-8.19389766120125,-0.103262083948027,14.3305661712397,"32",3.54606094211406,"lunge",115.295110649521,120.113408273098,3.79690939662218,1.13121189786087,2.66569749876131,4.818297623577,"mn12_262a"
"95663",95663,0.926754716154686,-0.115565224625442,0.893424690671215,-31.4364071927829,3.40429161090804,-2.13556881019222,120.786255320571,0.799561410471009,-0.128636569074911,3.40429161090804,95663,19132.6,120.786255320571,91.6229885630321,-7.37033249903547,-122.359079683789,2.8679938705444,17.7483818255921,"32",3.40429161090804,"lunge",110.543160459039,121.335161001346,3.81731518174673,1.33428953886965,2.48302564287708,10.792000542307,"mn12_262a"
"95838",95838,1.15638111872017,-0.185402710010589,0.0957350639041063,-32.1905080530863,3.29953944807512,1.96645364068841,118.595432006226,1.39227431395162,-1.09414432487664,3.29953944807512,95838,19167.6,118.595432006226,159.542884227799,-62.6898519936224,112.669494219581,1.7167131558143,16.7838309206198,"32",3.29953944807512,"lunge",104.023250284712,121.172607108463,3.77700536217008,1.10003657489981,2.67696878727027,17.149356823751,"mn12_262a"
"97258",97258,0.107664594842746,-0.186601473497946,0.947833479623542,-32.4971341814475,3.25787345888013,-2.39293662918986,117.689522601039,0.110992855638455,-0.194385660736086,3.25787345888013,97258,19451.6,117.689522601039,12.7188443683765,-11.1374779580396,-137.10516949484,-0.274505083663397,10.1487039007956,"33",3.25787345888013,"lunge",110.695874518467,118.854713895777,3.25787345888013,1.02739439136861,2.23047906751152,8.15883937731,"mn12_262a"
"97501",97501,-0.3018412319863,-0.00650410769267812,0.896172026021607,-38.7512044968604,2.51399347604439,-0.543693294348447,120.810237022717,-0.324869852820221,-0.00725752791792571,2.51399347604439,97501,19500.2,120.810237022717,-37.2273429152698,-0.415825719395511,-31.15133111573,-0.532883522998136,6.84557128267817,"33",2.51399347604439,"lunge",115.649855174342,121.350961988611,2.57422005048907,1.03392596801303,1.54029408247604,5.70110681426901,"mn12_262a"
"97705",97705,0.215062079325353,-0.0768807774338458,1.09218072328411,-39.6811739253817,2.41894042536861,0.8523720488691,123.935207510174,0.193955384887272,-0.0702760722046086,2.41894042536861,97705,19541,123.935207510174,22.2256499357523,-4.02652233808071,48.8373209751182,1.1356603608956,5.44908996717643,"33",2.41894042536861,"lunge",121.105400818023,124.227117853179,2.43760602577291,1.02681193731489,1.41079408845802,3.121717035156,"mn12_262a"
"97830",97830,0.103716389373805,-0.15325406785711,0.716151746522673,-40.6471941025871,2.32400631417827,1.30148319474377,118.52458044823,0.140682704329921,-0.210816934136045,2.32400631417827,97830,19566,118.52458044823,16.1210504171826,-12.0789205758828,74.5694941660209,-2.55292864264352,9.52440177852164,"33",2.32400631417827,"lunge",111.453458602543,120.19118246217,2.74751965241016,1,1.7566329264905,8.73772385962701,"mn12_262a"
"98005",98005,-0.401006775647066,0.140986507776814,0.755010440335036,-43.9118587403297,2.02990171657767,1.46269141258197,120.028289873777,-0.481172979528507,0.184608359394958,2.02990171657767,98005,19601,120.028289873777,-55.1383618854364,10.5772798561654,83.8060446709758,-1.30974153487362,7.81035702953971,"33",2.02990171657767,"lunge",117.409664811137,120.780623181884,2.6445599619102,1.02674902989942,1.61781093201078,3.37095837074699,"mn12_262a"
"98166",98166,-0.355275741048878,-0.0310691460791411,0.93861222538745,-41.690427207858,2.22566420738011,-1.27032303980653,118.66289822057,-0.361664648407803,-0.0330890705954072,2.22566420738011,98166,19633.2,118.66289822057,-41.4437159056999,-1.89586409312727,-72.7841487991436,0.0400228876213848,15.713473026574,"33",2.22566420738011,"lunge",116.834519229227,119.246584815295,3.02658083873382,1.14252095695789,1.88405988177593,2.412065586068,"mn12_262a"
"98319",98319,-0.040560406975105,0.172509575415908,1.11373546102227,-38.0692267297965,2.58606476539068,2.21037444439507,119.04389766711,-0.0359736599871346,0.15367158839834,2.58606476539068,98319,19663.8,119.04389766711,-4.12227778180291,8.80473344629641,126.645126807412,1.25276177547488,13.1433194221949,"33",2.58606476539068,"lunge",112.884023479403,119.585635779101,3.1461883401565,1.06127440677566,2.08491393338084,6.701612299698,"mn12_262a"
"98469",98469,0.631131776168361,-0.176849764017209,1.02987647805825,-40.7123178077755,2.31774210448512,0.168006512677651,117.509744199363,0.543342667375407,-0.170060779572359,2.31774210448512,98469,19693.8,117.509744199363,62.2624833399827,-9.74376493020079,9.62606410714054,2.16489091147952,23.2023832116547,"33",2.31774210448512,"lunge",110.444967413672,117.717001953271,3.43666621321467,1.1203660316348,2.31630018157987,7.27203453959899,"mn12_262a"
"98632",98632,0.396916298090222,-0.0513933736431056,0.685128624178471,-32.5001423687581,3.25746730756792,-0.916539425932836,115.018684471006,0.523867026990127,-0.074872513956681,3.25746730756792,98632,19726.4,115.018684471006,60.0307393452006,-4.28987905125217,-52.5138408632948,-2.02542664187274,14.6304962420814,"33",3.25746730756792,"lunge",104.530576198265,117.34848938218,3.36403677635025,1.29061025518079,2.07342652116946,12.817913183915,"mn12_262a"
"98783",98783,0.291336862567904,0.165850480338547,-0.244492383924653,-14.6116407683532,6.83697419019258,3.46478027413986,115.601994473992,0.778411007884468,2.54554774390424,6.83697419019258,98783,19756.6,115.601994473992,89.1993309566094,145.849142274762,198.517286648394,-5.73765742545068,62.0310902314049,"33",6.83697419019258,"lunge",100.502030685297,117.189074424476,6.83697419019258,1.11524405287846,5.72173013731412,16.687043739179,"mn12_262a"
